customerID,ChurnProbability,RiskSegment,Contract,tenure,MonthlyCharges,TotalCharges
0983-TATYJ,3.25,Low Risk,One year,33,51.45,1758.9
5650-YLIBA,52.82,Medium Risk,Month-to-month,31,81.15,2640.55
5144-TVGLP,51.93,Medium Risk,Month-to-month,38,94.75,3653.0
3569-EDBPQ,44.71,Medium Risk,Month-to-month,24,84.35,1938.05
4945-RVMTE,12.19,Low Risk,Month-to-month,28,59.55,1646.45
3511-BFTJW,0.63,Low Risk,Two year,72,38.5,2763.0
5537-UXXVS,4.45,Low Risk,Month-to-month,20,19.25,375.25
8782-NUUOL,4.42,Low Risk,One year,60,79.0,4801.1
2865-TCHJW,80.89,High Risk,Month-to-month,4,89.2,346.2
9931-KGHOA,9.83,Low Risk,Month-to-month,46,55.0,2473.95
3071-MVJCD,0.33,Low Risk,Two year,72,82.3,5815.15
7279-BUYWN,56.33,Medium Risk,Month-to-month,41,113.2,4689.5
3756-VNWDH,16.26,Low Risk,One year,65,100.75,6674.65
1395-OFUWC,15.35,Low Risk,Month-to-month,43,29.3,1224.05
4223-BKEOR,8.96,Low Risk,One year,21,64.85,1336.8
0040-HALCW,1.22,Low Risk,Two year,54,20.4,1090.6
7124-UGSUR,18.48,Low Risk,One year,61,104.4,6405.0
7395-XWZOY,26.89,Low Risk,Month-to-month,20,55.0,1165.55
5440-VHLUL,30.68,Medium Risk,One year,69,105.2,7386.05
4706-DGAHW,66.43,High Risk,Month-to-month,1,45.2,45.2
8166-ORCHU,13.15,Low Risk,One year,33,93.55,3055.5
3978-YNKDD,1.8,Low Risk,Two year,19,20.85,467.5
7198-GLXTC,61.33,High Risk,Month-to-month,2,79.0,143.65
6366-XIVKZ,16.92,Low Risk,Month-to-month,13,63.15,816.8
5133-POWUA,55.01,Medium Risk,Month-to-month,1,45.8,45.8
8400-WZICQ,9.9,Low Risk,Month-to-month,55,55.7,3131.8
5382-SOYZL,68.58,High Risk,Month-to-month,22,95.1,2162.6
1989-PRJHP,47.38,Medium Risk,Month-to-month,27,75.5,1893.95
4154-AQUGT,42.04,Medium Risk,Month-to-month,13,89.05,1169.35
0980-FEXWF,3.67,Low Risk,One year,26,50.35,1285.8
5845-BZZIB,1.08,Low Risk,Two year,35,20.1,655.3
4840-ORQXB,42.35,Medium Risk,Month-to-month,56,104.75,5841.35
0295-PPHDO,91.43,High Risk,Month-to-month,1,95.45,95.45
8775-ERLNB,83.09,High Risk,Month-to-month,1,74.3,74.3
0376-YMCJC,50.22,Medium Risk,Month-to-month,23,90.6,1943.2
7410-YTJIK,54.64,Medium Risk,Month-to-month,7,75.45,480.75
9927-DSWDF,57.85,Medium Risk,Month-to-month,22,104.6,2180.55
6681-ZSEXG,1.77,Low Risk,Two year,56,59.5,3389.25
5702-KVQRD,1.64,Low Risk,Two year,71,82.55,5832.65
8711-LOBKY,1.74,Low Risk,Two year,59,19.85,1188.25
9692-TUSXH,61.61,High Risk,Month-to-month,18,96.05,1740.7
4012-YCFAI,0.86,Low Risk,Two year,60,61.35,3766.2
8455-HIRAQ,20.68,Low Risk,Month-to-month,8,44.45,369.3
7853-WNZSY,30.64,Medium Risk,Month-to-month,1,19.75,19.75
0390-DCFDQ,76.57,High Risk,Month-to-month,1,70.45,70.45
6421-SZVEM,15.53,Low Risk,One year,28,82.85,2320.8
3094-JOJAI,22.98,Low Risk,Month-to-month,18,74.15,1387.0
4873-ILOLJ,52.8,Medium Risk,Month-to-month,24,90.35,2238.5
8181-YHCMF,0.6,Low Risk,Two year,68,60.3,4109.0
3324-OIRTO,6.69,Low Risk,One year,71,104.65,7288.4
9135-HSWOC,0.95,Low Risk,Two year,64,19.7,1274.05
2272-WUSPA,0.9,Low Risk,Two year,72,110.75,7751.7
4627-MIHJH,19.39,Low Risk,Two year,69,110.25,7467.55
3896-RCYYE,6.44,Low Risk,Month-to-month,67,53.4,3579.15
6729-GDNGC,33.63,Medium Risk,Month-to-month,20,80.7,1614.2
9945-PSVIP,0.83,Low Risk,Two year,25,18.7,383.65
4137-JOPHL,2.16,Low Risk,Two year,50,89.7,4304.5
2720-FVBQP,32.69,Medium Risk,Month-to-month,6,48.95,273.25
7854-EKTJL,23.36,Low Risk,Month-to-month,2,19.6,35.85
1133-KXCGE,2.91,Low Risk,One year,18,20.1,407.05
6048-QBXKL,58.38,Medium Risk,Month-to-month,2,56.55,118.25
6338-AVWCY,62.36,High Risk,Month-to-month,3,40.15,130.75
0013-MHZWF,22.45,Low Risk,Month-to-month,9,69.4,571.45
9804-ICWBG,84.8,High Risk,Month-to-month,1,69.9,69.9
2368-GAKKQ,5.82,Low Risk,Two year,70,113.65,7939.25
4829-AUOAX,34.23,Medium Risk,Month-to-month,46,96.05,4399.5
7876-BEUTG,29.76,Low Risk,Month-to-month,15,48.8,720.1
6349-JDHQP,2.08,Low Risk,Two year,53,19.85,1049.6
3063-QFSZL,67.51,High Risk,Month-to-month,1,55.4,55.4
9142-XMYJH,7.72,Low Risk,Month-to-month,29,19.35,601.6
2609-IAICY,90.64,High Risk,Month-to-month,1,77.15,77.15
8626-PTQGE,0.8,Low Risk,Two year,69,60.05,4176.7
0230-UBYPQ,3.5,Low Risk,One year,63,36.1,2298.9
6814-ZPWFQ,2.63,Low Risk,One year,51,25.0,1260.7
5921-NGYRH,8.44,Low Risk,Month-to-month,64,73.55,4764.0
7803-XOCCZ,15.55,Low Risk,Month-to-month,52,84.05,4326.8
1459-QNFQT,0.73,Low Risk,Two year,70,59.5,4144.8
3948-FVVRP,17.32,Low Risk,Month-to-month,9,54.8,452.8
0923-PNFUB,52.23,Medium Risk,Month-to-month,3,83.75,247.25
4654-ULTTN,6.99,Low Risk,Two year,70,74.8,5315.8
5628-FCGYG,67.23,High Risk,Month-to-month,21,84.1,1737.45
0506-LVNGN,56.4,Medium Risk,Month-to-month,5,75.55,349.65
4329-YPDDQ,45.63,Medium Risk,Month-to-month,20,108.2,2203.7
9866-OCCKE,0.83,Low Risk,Two year,72,109.75,8075.35
0794-YVSGE,0.28,Low Risk,Two year,72,20.3,1401.15
4342-HENTK,63.15,High Risk,Month-to-month,2,70.65,142.35
5934-TSSAU,29.16,Low Risk,Month-to-month,23,75.3,1702.9
9986-BONCE,11.09,Low Risk,Month-to-month,4,20.95,85.5
5301-GAUUY,39.47,Medium Risk,Month-to-month,32,80.35,2596.15
0725-CXOTM,9.57,Low Risk,One year,36,89.65,3348.1
2843-CQMEG,14.36,Low Risk,Month-to-month,24,49.7,1218.25
5600-PDUJF,24.48,Low Risk,Month-to-month,6,49.5,312.7
4500-HKANN,1.37,Low Risk,Two year,23,59.7,1414.2
1862-QRWPE,1.05,Low Risk,Two year,48,20.65,1057.0
2155-AMQRX,12.97,Low Risk,Month-to-month,28,54.9,1505.15
0823-HSCDJ,42.1,Medium Risk,Month-to-month,52,49.15,2550.9
4090-KPJIP,75.69,High Risk,Month-to-month,3,74.95,212.4
2737-YNGYW,59.52,Medium Risk,Month-to-month,2,80.55,184.1
5619-XZZKR,4.21,Low Risk,One year,4,19.95,68.2
6047-YHPVI,59.95,Medium Risk,Month-to-month,5,69.7,316.9
8375-DKEBR,89.77,High Risk,Month-to-month,1,69.6,69.6
7729-XBTWX,0.73,Low Risk,Two year,66,19.75,1344.5
4983-CLMLV,32.56,Medium Risk,Month-to-month,52,102.7,5138.1
9227-LUNBG,59.3,Medium Risk,Month-to-month,1,24.6,24.6
2758-RNWXS,12.18,Low Risk,One year,35,89.2,3251.3
7055-HNEOJ,33.87,Medium Risk,Month-to-month,3,55.8,154.55
7134-MJPDY,25.06,Low Risk,One year,66,102.85,6976.75
4560-WQAQW,5.36,Low Risk,One year,59,68.7,4070.95
8532-UEFWH,1.05,Low Risk,Two year,52,25.75,1345.85
8541-QVFKM,73.1,High Risk,Month-to-month,8,73.5,632.2
7129-ACFOG,42.77,Medium Risk,Month-to-month,5,53.8,283.95
2495-INZWQ,67.15,High Risk,Month-to-month,4,44.55,174.3
0263-FJTQO,1.82,Low Risk,Two year,50,70.5,3486.65
0181-RITDD,3.85,Low Risk,Two year,62,108.15,6825.65
8241-JUIQO,2.32,Low Risk,One year,61,19.45,1336.35
0913-XWSCN,26.04,Low Risk,Month-to-month,55,85.5,4713.4
2159-TURXX,9.7,Low Risk,Month-to-month,5,20.05,95.55
6461-PPAXN,3.52,Low Risk,One year,35,54.95,1916.0
1452-KIOVK,40.91,Medium Risk,Month-to-month,22,89.1,1949.4
1139-WUOAH,1.58,Low Risk,Two year,57,53.35,3090.05
3207-OYBWH,29.22,Low Risk,Month-to-month,57,95.25,5427.05
8347-GDTMP,1.25,Low Risk,Two year,64,19.45,1225.65
9909-DFRJA,17.96,Low Risk,One year,26,95.85,2475.35
6383-ZTSIW,18.77,Low Risk,One year,39,99.1,3877.95
5438-QMDDL,25.07,Low Risk,Month-to-month,19,59.8,1130.85
8914-RBTSB,36.87,Medium Risk,Month-to-month,31,93.8,3019.5
6164-HXUGH,9.11,Low Risk,Month-to-month,6,19.85,119.3
6900-RBKER,4.17,Low Risk,Two year,52,89.45,4577.75
1492-QGCLU,11.95,Low Risk,Month-to-month,53,85.7,4616.1
6664-FPDAC,23.89,Low Risk,One year,56,111.95,6418.9
1088-AUUZZ,1.78,Low Risk,Two year,56,75.85,4261.2
6651-AZVTJ,56.15,Medium Risk,Month-to-month,49,99.8,4872.45
8219-VYBVI,1.21,Low Risk,Two year,39,25.0,1004.35
0310-MVLET,37.17,Medium Risk,Month-to-month,61,99.15,6010.05
7233-IOQNP,12.67,Low Risk,Month-to-month,43,34.0,1505.35
7311-MQJCH,8.77,Low Risk,One year,5,19.55,99.6
9256-JTBNZ,8.09,Low Risk,Month-to-month,11,20.3,246.3
8713-IGZSO,18.07,Low Risk,Month-to-month,2,24.85,62.0
6821-BUXUX,74.63,High Risk,Month-to-month,13,96.65,1244.5
9114-DPSIA,0.29,Low Risk,Two year,72,81.0,5750.0
4501-UYKBC,11.53,Low Risk,One year,46,69.1,3255.35
2798-NYLMZ,26.04,Low Risk,Two year,71,108.55,7616.0
6711-VTNRE,32.31,Medium Risk,Month-to-month,36,87.55,3078.1
5966-EMAZU,17.37,Low Risk,One year,64,108.5,6880.85
3627-FHKBK,60.39,High Risk,Month-to-month,1,75.3,75.3
7861-UVUFT,51.75,Medium Risk,Month-to-month,15,84.3,1308.4
9824-QCJPK,2.36,Low Risk,One year,36,20.0,666.75
7816-VGHTO,3.01,Low Risk,Two year,6,40.55,217.5
3794-NFNCH,12.75,Low Risk,Month-to-month,30,50.0,1474.9
3877-JRJIP,73.93,High Risk,Month-to-month,1,59.85,59.85
5228-EXCET,51.08,Medium Risk,Month-to-month,13,80.85,1008.7
6248-BSHKG,1.22,Low Risk,One year,61,20.4,1226.45
8915-NNTRC,0.61,Low Risk,Two year,72,107.7,7919.8
3470-OBUET,4.48,Low Risk,Two year,67,74.0,4868.4
3229-USWAR,9.8,Low Risk,One year,34,79.95,2727.3
1927-QEWMY,0.33,Low Risk,Two year,72,20.5,1502.25
6374-AFWOX,1.73,Low Risk,Two year,46,65.65,3047.15
7912-SYRQT,65.73,High Risk,Month-to-month,7,75.1,552.95
2070-FNEXE,41.39,Medium Risk,Month-to-month,7,76.45,503.6
5803-NQJZO,0.28,Low Risk,Two year,72,67.8,4804.65
5651-YLPRD,45.26,Medium Risk,Month-to-month,32,86.1,2723.75
1271-UODNO,2.33,Low Risk,Two year,39,53.85,2200.7
5014-WUQMG,13.4,Low Risk,One year,47,96.1,4391.45
5889-JTMUL,49.91,Medium Risk,Month-to-month,50,95.05,4888.7
0788-DXBFY,7.56,Low Risk,One year,58,19.55,1108.8
2669-QVCRG,25.0,Low Risk,Month-to-month,41,81.3,3190.65
6630-UJZMY,80.09,High Risk,Month-to-month,4,83.25,308.05
5061-PBXFW,7.26,Low Risk,Month-to-month,32,61.4,1864.65
2700-LUEVA,27.67,Low Risk,Month-to-month,1,20.75,20.75
3865-ZFZIB,1.93,Low Risk,Two year,19,19.65,358.15
0471-ARVMX,18.63,Low Risk,One year,62,104.85,6312.9
8985-OOPOS,13.55,Low Risk,One year,1,74.1,74.1
0719-SYFRB,14.86,Low Risk,Month-to-month,12,61.65,713.75
0447-BEMNG,18.79,Low Risk,Month-to-month,48,45.3,2145.0
5630-AHZIL,24.8,Low Risk,Month-to-month,3,64.5,177.4
2190-BCXEC,28.32,Low Risk,Month-to-month,40,78.85,3126.85
1559-DTODC,26.52,Low Risk,Month-to-month,19,25.15,468.35
3244-DCJWY,80.22,High Risk,Month-to-month,1,70.25,70.25
3967-VQOGC,0.6,Low Risk,Two year,67,24.9,1680.25
0265-PSUAE,40.66,Medium Risk,Month-to-month,16,100.7,1522.7
1622-HSHSF,39.36,Medium Risk,Month-to-month,1,19.55,19.55
9867-XOBQA,3.21,Low Risk,Two year,21,53.15,1183.2
6773-LQTVT,24.91,Low Risk,Month-to-month,29,35.65,1025.15
4332-MUOEZ,19.03,Low Risk,One year,20,94.3,1818.3
0023-XUOPT,56.37,Medium Risk,Month-to-month,13,94.1,1215.6
6543-CPZMK,38.44,Medium Risk,Month-to-month,9,29.95,248.95
6418-HNFED,1.58,Low Risk,Two year,51,83.25,4089.45
1036-GUDCL,4.99,Low Risk,Month-to-month,60,79.05,4663.4
4818-QIUFN,49.27,Medium Risk,Month-to-month,20,79.15,1520.9
0778-NELLA,41.71,Medium Risk,Month-to-month,9,34.7,296.1
7495-OOKFY,66.78,High Risk,Month-to-month,8,80.65,633.3
4737-HOBAX,1.93,Low Risk,Two year,63,79.8,5034.05
7919-ZODZZ,16.11,Low Risk,One year,10,65.9,660.05
2988-PLAHS,31.1,Medium Risk,One year,3,69.95,220.45
9067-SQTNS,1.91,Low Risk,One year,44,20.6,926.0
6483-OATDN,25.64,Low Risk,Month-to-month,8,51.3,411.6
5469-CTCWN,11.26,Low Risk,One year,61,106.0,6547.7
3524-WQDSG,52.49,Medium Risk,Month-to-month,43,99.3,4209.95
6968-URWQU,7.84,Low Risk,One year,43,56.35,2391.15
8601-QACRS,42.48,Medium Risk,Month-to-month,5,50.6,249.95
8690-UPCZI,2.86,Low Risk,One year,29,69.05,1958.45
5331-RGMTT,49.21,Medium Risk,Month-to-month,54,99.05,5295.7
1357-BIJKI,34.0,Medium Risk,One year,50,98.25,4858.7
2088-IEBAU,4.17,Low Risk,Two year,68,88.15,6148.45
0679-IDSTG,89.9,High Risk,Month-to-month,1,69.25,69.25
6519-ZHPXP,1.36,Low Risk,Two year,72,108.3,7679.65
2101-RANCD,37.01,Medium Risk,Month-to-month,55,73.1,4144.9
4029-HPFVY,54.48,Medium Risk,Month-to-month,3,70.3,220.4
1015-OWJKI,13.45,Low Risk,Month-to-month,1,19.05,19.05
8314-HTWVE,1.82,Low Risk,Two year,7,19.85,144.15
5357-TZHPP,76.98,High Risk,Month-to-month,9,84.4,732.5
8727-XDPUD,2.45,Low Risk,Two year,37,35.8,1316.9
9073-ZZIAY,1.65,Low Risk,Two year,62,86.1,5215.25
5181-OABFK,1.77,Low Risk,Two year,56,61.3,3346.8
3812-LRZIR,2.24,Low Risk,Two year,27,24.5,761.95
5204-HMGYF,5.78,Low Risk,One year,49,87.2,4345.0
9950-MTGYX,1.12,Low Risk,Two year,28,20.3,487.95
3675-EQOZA,9.7,Low Risk,Month-to-month,5,20.65,93.55
3646-ITDGM,2.56,Low Risk,Two year,56,19.7,1051.9
3913-FCUUW,0.28,Low Risk,Two year,72,70.45,5165.7
